,Country,Death,Confirmed,Recovered,Date,DeathAccumulated,ConfirmedAccumulated,RecoveredAccumulated,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,LOCATION,Year,Total population,Acute_myocardial_infarction,Asthma,Chronic_obstructive_Pulmonary_diseases,Diabetes_mellitus,Diseases_of_the_respiratory_system,Influenza,Ischaemic_heart_diseases,Pneumonia,Population__65_years_old_and_over,Population__80_years_old_and_over,Air_pollution,Rooms_per_person,Number of people per household,Single person households,Population__65_to_80_years_old,retail_and_recreation_percent_change_from_baseline_Lag_23,grocery_and_pharmacy_percent_change_from_baseline_Lag_23,parks_percent_change_from_baseline_Lag_23,transit_stations_percent_change_from_baseline_Lag_23,workplaces_percent_change_from_baseline_Lag_23,residential_percent_change_from_baseline_Lag_23,Confirmed_Lag_14,TimeSince1stDeath,DeathNotNormalized,ConfirmedNotNormalized,RecoveredNotNormalized
44,Denmark,0.15849680223896104,2.764888661279654,4.314635172060607,2020-04-29,443,9206,6558,-23.5,-8.5,19.833333333333332,-41.333333333333336,-37.5,13.5,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-11.666666666666666,-4.333333333333333,174.83333333333334,-49.666666666666664,-58.0,15.666666666666666,170.0,44.0,9.0,157.0,245.0
45,Denmark,0.15849680223896104,2.6416133706493508,3.222768312192208,2020-04-30,452,9356,6741,-23.666666666666668,0.5,13.0,-41.166666666666664,-38.166666666666664,13.833333333333334,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-9.666666666666666,4.833333333333333,176.83333333333334,-48.333333333333336,-58.333333333333336,15.666666666666666,198.0,45.0,9.0,150.0,183.0
46,Denmark,0.14088604643463204,2.6944456380623376,3.222768312192208,2020-05-01,460,9509,6924,-25.666666666666668,0.3333333333333333,76.66666666666667,-43.333333333333336,-48.333333333333336,15.166666666666666,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-4.0,12.166666666666666,138.66666666666666,-48.166666666666664,-58.833333333333336,14.5,194.0,46.0,8.0,153.0,183.0
47,Denmark,0.2641613370649351,1.6906325572155845,2.817720928692641,2020-05-02,475,9605,7084,-29.833333333333332,1.1666666666666667,65.5,-35.333333333333336,-12.833333333333334,7.0,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-37.5,-15.0,197.5,-60.5,-81.66666666666667,21.833333333333332,169.0,47.0,15.0,96.0,160.0
48,Denmark,0.15849680223896104,2.0428476733021643,1.7434648246285713,2020-05-03,484,9721,7183,-16.833333333333332,-5.833333333333333,107.66666666666667,-31.0,-8.666666666666666,3.6666666666666665,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-58.333333333333336,-35.5,191.66666666666666,-64.16666666666667,-82.0,23.5,143.0,48.0,9.0,116.0,99.0
49,Denmark,0.15849680223896104,2.588781103236364,1.7786863362372296,2020-05-04,493,9868,7284,-17.5,-1.8333333333333333,87.0,-33.5,-33.5,10.833333333333334,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-28.166666666666668,4.833333333333333,57.333333333333336,-49.833333333333336,-22.166666666666668,8.333333333333334,131.0,49.0,9.0,147.0,101.0
50,Denmark,0.17610755804329006,2.6592241264536796,3.663037207300433,2020-05-05,503,10019,7492,-18.833333333333332,0.8333333333333334,100.66666666666667,-31.833333333333332,-32.333333333333336,10.5,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-34.166666666666664,-18.833333333333332,125.0,-45.166666666666664,-22.666666666666668,5.666666666666667,180.0,50.0,10.0,151.0,208.0
51,Denmark,0.052832267412987015,2.0604584291064936,3.469318893452814,2020-05-06,506,10136,7689,-18.666666666666668,2.8333333333333335,77.0,-31.833333333333332,-32.166666666666664,10.833333333333334,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-54.0,-29.166666666666668,122.33333333333333,-63.5,-83.33333333333333,23.666666666666668,217.0,51.0,3.0,117.0,197.0
52,Denmark,0.14088604643463204,2.553559591627706,3.839144765343723,2020-05-07,514,10281,7907,-8.0,18.166666666666668,150.0,-26.833333333333332,-32.0,7.166666666666667,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-12.333333333333334,4.166666666666667,69.66666666666667,-50.5,-48.166666666666664,15.5,163.0,52.0,8.0,145.0,218.0
53,Denmark,0.14088604643463204,2.3774520335844156,3.839144765343723,2020-05-08,522,10416,8125,-54.5,-29.0,247.33333333333334,-49.833333333333336,-77.33333333333333,18.666666666666668,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-20.5,-4.333333333333333,58.0,-48.666666666666664,-47.0,16.166666666666668,137.0,53.0,8.0,135.0,218.0
54,Denmark,0.07044302321731602,1.7786863362372296,2.923385463518615,2020-05-09,526,10517,8291,-17.833333333333332,13.0,191.83333333333334,-20.166666666666668,-5.5,3.0,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-21.0,-3.8333333333333335,93.33333333333333,-46.833333333333336,-45.666666666666664,15.666666666666666,235.0,54.0,4.0,101.0,166.0
55,Denmark,0.052832267412987015,1.9371831384761906,2.1837337197367965,2020-05-10,529,10627,8415,-13.666666666666666,3.0,76.66666666666667,-28.333333333333332,-4.333333333333333,1.6666666666666667,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-24.333333333333332,-6.0,135.33333333333334,-47.5,-44.166666666666664,14.333333333333334,130.0,55.0,3.0,110.0,124.0
56,Denmark,0.07044302321731602,1.4793034875636364,1.9547938942805199,2020-05-11,533,10711,8526,-13.5,1.6666666666666667,66.16666666666667,-31.333333333333332,-31.0,10.333333333333334,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-29.5,-3.8333333333333335,136.0,-38.333333333333336,-13.0,6.833333333333333,123.0,56.0,4.0,84.0,111.0
57,Denmark,-0.10566453482597403,1.3736389527376625,4.437910462690909,2020-05-12,527,10789,8778,-18.666666666666668,1.8333333333333333,44.166666666666664,-33.0,-30.333333333333332,11.0,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-17.833333333333332,-10.5,131.83333333333334,-40.0,-13.833333333333334,4.666666666666667,153.0,57.0,-6.0,78.0,252.0
58,Denmark,0.10566453482597403,1.3384174411290044,1.4616927317593076,2020-05-13,533,10865,8861,-17.5,1.6666666666666667,82.33333333333333,-29.833333333333332,-29.166666666666668,10.166666666666666,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-11.333333333333334,-4.666666666666667,132.33333333333334,-39.0,-39.666666666666664,12.5,157.0,58.0,6.0,76.0,83.0
59,Denmark,0.07044302321731602,0.8100947669991343,2.5007273242147185,2020-05-14,537,10911,9003,-16.333333333333332,1.5,76.0,-31.333333333333332,-29.166666666666668,9.0,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-13.0,-1.0,146.5,-37.333333333333336,-38.5,12.0,150.0,59.0,4.0,46.0,142.0
60,Denmark,0.10566453482597403,1.1799206388900434,2.6063918590406927,2020-05-16,543,11056,9305,-26.5,0.6666666666666666,47.833333333333336,-32.5,-6.833333333333333,5.666666666666667,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-15.666666666666666,-2.0,168.66666666666666,-37.666666666666664,-38.166666666666664,12.0,96.0,60.0,6.0,67.0,148.0
61,Denmark,0.07044302321731602,1.2151421504987014,2.113290696519481,2020-05-17,547,11125,9425,-19.0,-5.666666666666667,34.333333333333336,-36.666666666666664,-6.5,4.833333333333333,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-22.666666666666668,-5.0,125.83333333333333,-44.0,-38.833333333333336,12.666666666666666,116.0,61.0,4.0,69.0,120.0
62,Denmark,0.017610755804329005,0.7220409879774893,1.3031959295203464,2020-05-18,548,11166,9499,-10.0,-2.5,38.5,-27.333333333333332,-24.0,8.833333333333334,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-25.833333333333332,-1.5,140.66666666666666,-35.166666666666664,-11.833333333333334,5.833333333333333,147.0,62.0,1.0,41.0,74.0
63,Denmark,0.052832267412987015,1.3384174411290044,2.0252369174978355,2020-05-19,551,11242,9614,-6.5,3.6666666666666665,108.5,-21.5,-21.5,7.333333333333333,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-19.0,-10.833333333333334,84.16666666666667,-41.333333333333336,-15.5,4.666666666666667,151.0,63.0,3.0,76.0,115.0
64,Denmark,0.052832267412987015,1.2855851737160175,2.113290696519481,2020-05-20,554,11315,9734,9.0,16.166666666666668,180.0,-12.5,-21.166666666666668,3.3333333333333335,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-17.833333333333332,-8.333333333333334,59.5,-40.666666666666664,-38.0,12.833333333333334,117.0,64.0,3.0,73.0,120.0
65,Denmark,0.12327529063030304,1.1446991272813853,1.8843508710632035,2020-05-21,561,11380,9841,-35.666666666666664,-18.833333333333332,358.5,-37.666666666666664,-76.33333333333333,15.833333333333334,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-17.666666666666668,-5.5,104.5,-36.333333333333336,-36.5,10.333333333333334,145.0,65.0,7.0,65.0,107.0
66,Denmark,0.017610755804329005,1.2679744179116883,1.1270883714770563,2020-05-24,562,11559,10098,-12.666666666666666,-7.166666666666667,17.666666666666668,-29.5,-2.8333333333333335,2.3333333333333335,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-25.666666666666668,0.3333333333333333,76.66666666666667,-43.333333333333336,-48.333333333333336,15.166666666666666,110.0,66.0,1.0,72.0,64.0
67,Denmark,0.017610755804329005,0.4754904067168832,1.1270883714770563,2020-05-25,563,11586,10162,-3.0,-1.0,112.16666666666667,-22.333333333333332,-22.666666666666668,7.0,DNK,2015,5678348,26.17,1.2329999999999999,60.333999999999996,23.81,102.935,0.37,66.551,30.730999999999998,18.5,4.2,9.0,1.9,2.0,37.484,14.3,-29.833333333333332,1.1666666666666667,65.5,-35.333333333333336,-12.833333333333334,7.0,84.0,67.0,1.0,27.0,64.0
68,Sweden,0.010077511177219585,1.4612391206968398,0.0,2020-03-11,1,500,1,-2.0,3.409090909090909,7.333333333333333,-5.863636363636363,-0.8181818181818182,1.4090909090909092,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-2.3636363636363638,-2.272727272727273,-0.7857142857142857,-5.636363636363637,-6.7272727272727275,2.0,1.0,0.0,1.0,145.0,0.0
69,Sweden,0.010077511177219585,1.481394143051279,0.0,2020-03-14,2,961,1,-15.954545454545455,6.7727272727272725,64.5,-9.380952380952381,-5.545454545454546,3.0555555555555554,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,4.2272727272727275,2.0,2.2666666666666666,-5.954545454545454,-7.363636363636363,1.7272727272727273,5.0,1.0,1.0,147.0,0.0
70,Sweden,0.010077511177219585,0.6147281818103947,0.0,2020-03-15,3,1022,1,-22.181818181818183,-0.45454545454545453,-17.7,-25.0,-8.818181818181818,4.055555555555555,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,5.090909090909091,0.045454545454545456,26.1875,-1.0454545454545454,-8.409090909090908,1.2727272727272727,2.0,2.0,1.0,61.0,0.0
71,Sweden,0.03023253353165875,0.8162784053547864,0.0,2020-03-16,6,1103,1,-15.409090909090908,2.5454545454545454,12.23076923076923,-21.0,-13.5,6.5,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,1.2272727272727273,-1.9090909090909092,-1.4736842105263157,-1.9523809523809523,-2.409090909090909,0.7222222222222222,1.0,3.0,3.0,81.0,0.0
72,Sweden,0.010077511177219585,0.8767434724181038,0.0,2020-03-17,7,1190,1,-20.90909090909091,0.6363636363636364,2.4166666666666665,-25.318181818181817,-17.136363636363637,7.681818181818182,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,2.3181818181818183,1.4090909090909092,21.45,4.0,-0.09090909090909091,-0.3333333333333333,6.0,4.0,1.0,87.0,0.0
73,Sweden,0.03023253353165875,0.896898494772543,0.0,2020-03-18,10,1279,1,-21.863636363636363,-3.0,2.4375,-30.727272727272727,-22.772727272727273,9.545454545454545,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,4.0,1.0909090909090908,29.46153846153846,-0.9090909090909091,-3.227272727272727,0.7727272727272727,14.0,5.0,3.0,89.0,0.0
74,Sweden,0.010077511177219585,1.6124017883551336,0.15116266765829375,2020-03-19,11,1439,16,-17.818181818181817,-1.8181818181818181,33.30769230769231,-29.5,-23.272727272727273,9.619047619047619,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,12.363636363636363,10.909090909090908,16.53846153846154,1.0454545454545454,-2.6818181818181817,0.36363636363636365,59.0,6.0,1.0,160.0,15.0
75,Sweden,0.050387555886097925,2.015502235443917,0.0,2020-03-20,16,1639,16,-20.454545454545453,-5.045454545454546,18.470588235294116,-33.04545454545455,-23.954545454545453,9.952380952380953,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,8.818181818181818,2.1818181818181817,4.133333333333334,-1.1818181818181819,-3.1363636363636362,0.8181818181818182,7.0,7.0,5.0,200.0,0.0
76,Sweden,0.04031004470887834,1.2496113859752285,0.0,2020-03-21,20,1763,16,-24.227272727272727,-5.5,69.86666666666666,-21.952380952380953,-12.045454545454545,5.0,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,12.636363636363637,5.181818181818182,13.75,1.8636363636363635,-3.909090909090909,0.9090909090909091,60.0,8.0,4.0,124.0,0.0
77,Sweden,0.010077511177219585,1.723254411304549,0.0,2020-03-22,21,1934,16,-24.454545454545453,-8.0,46.166666666666664,-29.045454545454547,-13.454545454545455,4.388888888888889,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,9.227272727272727,1.6363636363636365,24.41176470588235,3.0,-5.181818181818182,0.6190476190476191,42.0,9.0,1.0,171.0,0.0
78,Sweden,0.04031004470887834,1.1286812518485934,0.0,2020-03-23,25,2046,16,-20.59090909090909,-7.954545454545454,8.571428571428571,-33.68181818181818,-22.772727272727273,9.318181818181818,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,11.681818181818182,4.0,13.833333333333334,7.333333333333333,1.1818181818181819,-0.2777777777777778,45.0,10.0,4.0,112.0,0.0
79,Sweden,0.11085262294941543,2.4186026825327,0.0,2020-03-24,36,2286,16,-21.318181818181817,-7.2727272727272725,21.166666666666668,-31.227272727272727,-23.09090909090909,9.5,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,0.5909090909090909,-2.0454545454545454,-8.8,-1.3181818181818181,-2.272727272727273,0.7222222222222222,107.0,11.0,11.0,240.0,0.0
80,Sweden,0.2620152906077092,2.4186026825327,0.0,2020-03-25,62,2526,16,-14.0,0.8636363636363636,22.76923076923077,-31.045454545454547,-23.136363636363637,9.318181818181818,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,2.727272727272727,1.5909090909090908,11.142857142857142,-2.8636363636363638,-3.409090909090909,1.3181818181818181,145.0,12.0,26.0,240.0,0.0
81,Sweden,0.15116266765829375,3.1643385096469494,0.0,2020-03-26,77,2840,16,-13.545454545454545,-1.7727272727272727,45.416666666666664,-30.0,-23.863636363636363,9.454545454545455,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,2.272727272727273,1.5909090909090908,8.692307692307692,-3.090909090909091,-2.9545454545454546,0.8636363636363636,99.0,13.0,15.0,314.0,0.0
82,Sweden,0.28217031296214834,2.307750059583285,0.0,2020-03-27,105,3069,16,-15.0,-4.636363636363637,41.15384615384615,-31.545454545454547,-24.181818181818183,9.523809523809524,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-0.13636363636363635,-1.3636363636363635,-2.3125,-5.181818181818182,-3.772727272727273,1.6818181818181819,215.0,14.0,28.0,229.0,0.0
83,Sweden,0.050387555886097925,2.549610327836555,0.0,2020-03-29,110,3700,16,-22.681818181818183,-9.681818181818182,32.611111111111114,-33.45454545454545,-16.681818181818183,5.055555555555555,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,2.1818181818181817,0.4090909090909091,23.375,-0.6363636363636364,-4.5,1.2272727272727273,61.0,15.0,5.0,253.0,0.0
84,Sweden,0.36279040237990506,3.305423666128024,0.0,2020-03-30,146,4028,16,-18.136363636363637,-9.363636363636363,9.0,-34.68181818181818,-24.5,9.545454545454545,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,4.2727272727272725,2.1818181818181817,29.88235294117647,6.904761904761905,0.045454545454545456,-0.16666666666666666,81.0,16.0,36.0,328.0,0.0
85,Sweden,0.3426353800254659,4.101547049128371,0.0,2020-03-31,180,4435,16,-18.40909090909091,-7.0,22.076923076923077,-32.0,-24.40909090909091,9.318181818181818,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,1.7272727272727273,-1.7272727272727273,-11.75,-4.2727272727272725,-0.8636363636363636,0.2777777777777778,87.0,17.0,34.0,407.0,0.0
86,Sweden,0.5945731594559555,5.159685722736428,0.8767434724181038,2020-04-01,239,4947,103,-18.818181818181817,-4.954545454545454,25.666666666666668,-32.68181818181818,-24.5,9.454545454545455,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-0.4090909090909091,-0.045454545454545456,9.0,-3.1818181818181817,-0.36363636363636365,1.0,89.0,18.0,59.0,512.0,87.0
87,Sweden,0.6953482712281513,6.258134441053363,0.0,2020-04-02,308,5568,103,-22.59090909090909,-7.181818181818182,-5.4,-38.36363636363637,-26.045454545454547,11.333333333333334,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-0.8181818181818182,0.2727272727272727,8.846153846153847,-2.1363636363636362,0.5,0.5909090909090909,160.0,19.0,69.0,621.0,0.0
88,Sweden,0.5038755588609792,5.673638792774626,1.0279061400763976,2020-04-03,358,6131,205,-22.681818181818183,-7.181818181818182,12.5,-37.22727272727273,-26.40909090909091,11.095238095238095,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-2.0,3.409090909090909,7.333333333333333,-5.863636363636363,-0.8181818181818182,1.4090909090909092,200.0,20.0,50.0,563.0,102.0
89,Sweden,0.15116266765829375,3.1441834872925107,0.0,2020-04-04,373,6443,205,-25.545454545454547,-6.454545454545454,60.5,-26.238095238095237,-15.409090909090908,5.888888888888889,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-7.090909090909091,10.409090909090908,-10.875,-11.863636363636363,-2.8181818181818183,3.090909090909091,124.0,21.0,15.0,312.0,0.0
90,Sweden,0.28217031296214834,3.8999968255839796,0.0,2020-04-05,401,6830,205,-23.727272727272727,-9.0,48.23529411764706,-33.31818181818182,-17.0,5.5,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-11.636363636363637,6.363636363636363,1.7058823529411764,-15.636363636363637,-7.0,4.590909090909091,171.0,22.0,28.0,387.0,0.0
91,Sweden,0.7658908494686885,3.7891442026345636,0.0,2020-04-06,477,7206,205,-8.952380952380953,-2.3636363636363638,66.55555555555556,-30.227272727272727,-30.636363636363637,9.333333333333334,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-15.954545454545455,6.7727272727272725,64.5,-9.380952380952381,-5.545454545454546,3.0555555555555554,112.0,23.0,76.0,376.0,0.0
92,Sweden,1.1488362742030327,4.907747943305938,0.0,2020-04-07,591,7693,205,-9.19047619047619,2.6818181818181817,60.18181818181818,-29.181818181818183,-30.727272727272727,9.476190476190476,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-22.181818181818183,-0.45454545454545453,-17.7,-25.0,-8.818181818181818,4.055555555555555,240.0,24.0,114.0,487.0,0.0
93,Sweden,0.96744107301308,7.316273114661419,0.0,2020-04-08,687,8419,205,-2.857142857142857,10.454545454545455,64.45454545454545,-29.636363636363637,-31.681818181818183,8.80952380952381,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-15.409090909090908,2.5454545454545454,12.23076923076923,-21.0,-13.5,6.5,240.0,25.0,96.0,726.0,0.0
94,Sweden,1.0682161847852758,7.27596306995254,0.0,2020-04-09,793,9141,205,2.238095238095238,18.954545454545453,79.75,-30.0,-39.59090909090909,10.095238095238095,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-20.90909090909091,0.6363636363636364,2.4166666666666665,-25.318181818181817,-17.136363636363637,7.681818181818182,314.0,26.0,106.0,722.0,0.0
95,Sweden,0.7759683606459079,5.482166080407454,1.773641967190647,2020-04-10,870,9685,381,-47.42857142857143,-22.318181818181817,125.8,-51.5,-79.13636363636364,20.2,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-21.863636363636363,-3.0,2.4375,-30.727272727272727,-22.772727272727273,9.545454545454545,229.0,27.0,77.0,544.0,176.0
96,Sweden,0.17131769001273295,4.696120208584326,0.0,2020-04-11,887,10151,381,-42.04761904761905,-16.454545454545453,86.45454545454545,-29.047619047619047,-21.954545454545453,4.944444444444445,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-17.818181818181817,-1.8181818181818181,33.30769230769231,-29.5,-23.272727272727273,9.619047619047619,378.0,28.0,17.0,466.0,0.0
97,Sweden,0.120930134126635,3.345733710836902,0.0,2020-04-12,899,10483,381,-33.38095238095238,-15.909090909090908,42.611111111111114,-39.13636363636363,-23.09090909090909,5.529411764705882,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-20.454545454545453,-5.045454545454546,18.470588235294116,-33.04545454545455,-23.954545454545453,9.952380952380953,253.0,29.0,12.0,332.0,0.0
98,Sweden,0.2015502235443917,4.686042697407107,0.0,2020-04-13,919,10948,381,-38.76190476190476,-21.272727272727273,29.666666666666668,-57.77272727272727,-81.04545454545455,22.75,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-24.227272727272727,-5.5,69.86666666666666,-21.952380952380953,-12.045454545454545,5.0,328.0,30.0,20.0,465.0,0.0
99,Sweden,1.1488362742030327,5.0085230550781334,0.0,2020-04-14,1033,11445,381,-14.904761904761905,-6.363636363636363,32.916666666666664,-31.727272727272727,-28.727272727272727,9.272727272727273,SWE,2016,9923085,51.607,1.5219999999999998,30.263,20.619,62.995,2.278,116.919,18.281,19.6,5.1,6.0,1.7,1.8,36.217,14.500000000000002,-24.454545454545453,-8.0,46.166666666666664,-29.045454545454547,-13.454545454545455,4.388888888888889,407.0,31.0,114.0,497.0,0.0
